,date,latitude,longitude,depth,magnitude,magnitude type,place
24770,2000-08-03T13:12:59+0000,60.334,-136.875,1.0,4.5,Mw,58 km ESE of Haines Jct.
24773,2000-08-03T15:50:11+0000,77.79,-113.4401,18.0,4.2,ML,Near Mackenzie King Island
24786,2000-08-06T08:52:24+0000,46.1942,-74.9725,18.0,4.2,MN,55 km SE from MONT-LAURIER
24895,2000-08-23T08:37:56+0000,81.8196,-112.1681,18.0,4.3,ML,Off the Queen Elizabeth Islands
25081,2000-09-27T03:45:45+0000,50.4938,-130.4837,10.0,4.9,Mw,217 km W   of Pt. Hardy
25104,2000-09-30T19:05:04+0000,57.2716,-142.869,10.0,5.3,Mw,299 km WSW of Yakutat
25114,2000-10-03T01:43:04+0000,80.4692,-112.9383,18.0,4.6,ML,495 km N from Mould Bay
25223,2000-10-19T09:29:27+0000,50.4283,-130.1818,10.0,4.8,Mw,197 km W   of Pt. Hardy
25224,2000-10-19T09:29:27+0000,50.4283,-130.1818,10.0,4.8,Mw,197 km W   of Pt. Hardy
25237,2000-10-22T09:53:00+0000,51.3375,-130.9657,10.0,4.0,Mw,216 km WSW of Bella Bella
25242,2000-10-23T05:06:18+0000,60.2586,-141.7111,1.0,4.5,Mw,164 km WNW of Yakutat
25306,2000-11-04T17:49:26+0000,58.798,-138.7705,1.0,5.0,Mw,68 km SE  of Yakutat
25357,2000-11-13T21:24:11+0000,80.8764,-116.4801,18.0,5.2,ML,Arctic Ocean
25399,2000-11-19T20:38:44+0000,50.7638,-130.4456,10.0,4.8,Mw,213 km W   of Pt. Hardy
25400,2000-11-19T22:14:30+0000,50.7464,-130.4601,10.0,4.9,Mw,214 km W   of Pt. Hardy
25412,2000-11-20T05:15:14+0000,50.8247,-130.407,10.0,4.0,Mw,210 km W   of Pt. Hardy
25415,2000-11-20T14:04:46+0000,50.5646,-130.3558,10.0,4.0,Mw,208 km W   of Pt. Hardy
25453,2000-11-25T16:40:09+0000,51.0606,-130.6922,10.0,4.3,Mw,215 km WSW of Bella Bella
25458,2000-11-27T11:46:12+0000,51.0758,-130.6466,10.0,4.8,Mw,211 km WSW of Bella Bella
25463,2000-11-27T14:21:34+0000,51.0202,-130.7357,10.0,4.2,Mw,220 km WSW of Bella Bella
25530,2000-12-08T03:17:04+0000,49.4003,-127.7911,10.0,4.2,Mw,126 km W   of Gold R.
25531,2000-12-08T03:17:04+0000,49.4003,-127.7911,10.0,4.2,Mw,126 km W   of Gold R.
25566,2000-12-16T01:15:24+0000,57.1102,-143.2284,10.0,4.9,Mw,326 km WSW of Yakutat
25659,2001-01-02T17:49:34+0000,57.9673,-138.1831,10.0,4.3,Mw,165 km SE  of Yakutat
25703,2001-01-11T00:04:03+0000,48.8992,-129.3048,10.0,6.0,Mw,242 km SW  of Pt. Hardy
25704,2001-01-11T00:14:30+0000,48.9122,-129.2645,10.0,4.2,Mw,West of Vancouver Island
25737,2001-01-13T11:02:36+0000,48.9986,-129.2534,10.0,4.3,MLSn,West of Vancouver Island
25738,2001-01-13T11:02:36+0000,48.9986,-129.2534,10.0,4.9,Mw,West of Vancouver Island
25799,2001-01-20T00:14:23+0000,50.4936,-130.3624,10.0,5.5,Mw,West of Vancouver Island
25800,2001-01-20T00:14:23+0000,50.4935,-130.362,10.0,5.5,Mw,209 km W   of Pt. Hardy
25817,2001-01-20T11:35:49+0000,59.9577,-55.8287,18.0,4.1,ML,Labrador Sea.
25834,2001-01-22T18:17:40+0000,65.963,-53.058,18.0,5.2,ML,Western Greenland.
25837,2001-01-23T04:32:37+0000,60.2828,-140.968,10.0,4.1,ML,Near Icy Bay
25840,2001-01-23T09:39:25+0000,49.3343,-128.7869,10.0,4.6,MLSn,West of Vancouver Island
25841,2001-01-23T09:39:25+0000,49.3343,-128.7869,10.0,5.7,Mw,West of Vancouver Island
25855,2001-01-23T14:43:12+0000,49.1742,-129.0989,10.0,5.5,Mw,West of Vancouver Island
25856,2001-01-23T14:54:12+0000,49.264,-128.9563,10.0,4.5,Mw,West of Vancouver Island
25857,2001-01-23T15:15:25+0000,49.1014,-129.2852,10.0,4.5,Mw,West of Vancouver Island
25863,2001-01-23T17:03:25+0000,49.2153,-129.0415,10.0,4.1,Mw,West of Vancouver Island
25885,2001-01-26T03:03:22+0000,41.9339,-80.7239,5.0,4.4,MN,South shore of Lake Erie. Felt.
25912,2001-01-28T23:32:00+0000,64.9834,-147.3699,20.0,4.3,ML,22 km NE of Fairbanks
25956,2001-02-05T03:49:07+0000,64.3267,-130.9096,10.0,5.3,Mw,226 km WSW of Norman Wells
26005,2001-02-11T23:59:53+0000,53.911,-133.8113,1.0,4.1,ML,109 km W   of Masset
26010,2001-02-12T22:40:58+0000,50.5236,-130.2798,10.0,4.5,Mw,203 km W   of Pt. Hardy
26032,2001-02-17T20:11:28+0000,54.0203,-133.6964,20.0,6.3,Mw,101 km W   of Masset
26034,2001-02-17T20:39:14+0000,53.9432,-133.5162,20.0,5.0,Mw,89 km W   of Masset
26036,2001-02-17T21:19:05+0000,53.8378,-133.5137,20.0,5.4,Mw,91 km W   of Masset
26037,2001-02-17T23:59:53+0000,53.9074,-133.8134,1.0,4.1,ML,West coast Graham Island
26112,2001-02-24T21:06:37+0000,65.2838,-133.1243,10.0,4.2,Mw,Mackenzie Mountains
26121,2001-02-25T08:18:18+0000,72.4768,-131.3259,35.0,4.5,ML,Beaufort Sea.
26147,2001-02-28T18:54:32+0000,47.1548,-122.713,55.9,6.8,Mw,57 km SW  of Seattle
26210,2001-03-09T07:10:21+0000,64.2246,-130.9194,1.0,5.4,Mw,233 km WSW of Norman Wells
26213,2001-03-09T08:28:17+0000,64.3123,-130.9655,1.0,4.0,ML,Mackenzie Mountains
26215,2001-03-09T19:02:19+0000,64.2688,-130.952,1.0,4.5,Mw,Mackenzie Mountains
26295,2001-03-21T07:51:05+0000,50.4021,-130.2125,10.0,4.4,Mw,200 km W   of Pt. Hardy
26308,2001-03-24T11:57:18+0000,50.0328,-63.3477,18.0,4.2,MN,Lower Quebec North Shore. Felt
26329,2001-03-29T18:20:36+0000,64.3097,-130.9311,5.0,4.5,Mw,Mackenzie Mountains
26344,2001-04-01T06:39:55+0000,53.9338,-133.8419,10.0,4.0,Mw,111 km W   of Masset
26356,2001-04-02T18:54:59+0000,64.2832,-130.9952,10.0,4.5,ML,232 km WSW of Norman Wells
26357,2001-04-02T20:00:42+0000,64.2943,-130.8105,1.0,4.1,ML,Mackenzie Mountains
26378,2001-04-06T07:22:54+0000,64.234,-130.87,10.0,4.0,ML,Mackenzie Mountains
26409,2001-04-10T09:36:06+0000,50.4755,-130.4032,10.0,5.3,Mw,212 km W   of Pt. Hardy
26430,2001-04-12T18:46:00+0000,64.2204,-130.7733,1.0,4.0,Mw,Mackenzie Mountains
26444,2001-04-14T02:20:13+0000,56.0027,-119.7426,1.0,5.4,Mw,40 km ENE of Dawson Creek
26447,2001-04-14T15:34:16+0000,65.4953,-128.2542,10.0,4.1,ML,East of Mackenzie Mountains
26494,2001-04-19T01:42:56+0000,50.5412,-130.3479,10.0,4.4,Mw,207 km W   of Pt. Hardy
26515,2001-04-21T02:30:40+0000,64.4821,-125.7097,10.0,4.4,ML,Mackenzie Mountains
26598,2001-05-01T23:13:10+0000,49.9113,-130.1455,10.0,4.5,Mw,West of Vancouver Island
26600,2001-05-02T01:53:51+0000,49.9744,-130.1088,10.0,4.6,Mw,West of Vancouver Island
26601,2001-05-02T02:05:46+0000,49.9135,-130.1518,10.0,5.4,Mw,213 km WSW of Pt. Hardy
26604,2001-05-02T05:48:51+0000,49.9405,-130.1076,10.0,4.7,Mw,West of Vancouver Island
26669,2001-05-09T17:05:31+0000,48.8645,-128.3563,10.0,4.5,Mw,180 km W   of Tofino
26670,2001-05-09T17:05:31+0000,48.8645,-128.3563,10.0,4.5,Mw,180 km W   of Tofino
26683,2001-05-10T12:16:01+0000,54.7749,-140.3706,10.0,4.0,MLSn,403 km WSW of Sitka
26703,2001-05-13T14:09:57+0000,49.45,-129.4987,10.0,4.3,Mw,203 km WSW of Pt. Hardy
26707,2001-05-14T07:22:17+0000,54.4303,-142.1382,10.0,5.2,Mw,516 km WSW of Sitka
26719,2001-05-16T04:21:07+0000,50.4176,-130.2264,10.0,4.8,Mw,West of Vancouver Island
26720,2001-05-16T04:21:07+0000,50.4132,-130.2126,10.0,4.8,Mw,200 km W   of Pt. Hardy
26743,2001-05-20T10:04:27+0000,50.4723,-130.2105,10.0,4.6,Mw,199 km W   of Pt. Hardy
26744,2001-05-20T10:10:04+0000,50.4807,-130.232,10.0,4.1,Mw,200 km W   of Pt. Hardy
26745,2001-05-20T11:30:55+0000,50.4654,-130.2304,10.0,4.1,Mw,200 km W   of Pt. Hardy
26746,2001-05-20T13:01:09+0000,50.4634,-130.2112,10.0,4.3,Mw,199 km W   of Pt. Hardy
26765,2001-05-23T02:15:47+0000,49.8615,-129.6157,10.0,4.0,Mw,West of Vancouver Island
26864,2001-06-04T03:30:40+0000,64.2528,-138.1894,1.0,4.0,Mw,Ogilvie Mountains
26876,2001-06-06T00:54:42+0000,76.6957,-107.56,18.0,4.2,MN,NORTHEAST of MELVILLE ISLAND
26889,2001-06-07T12:15:22+0000,48.4897,-124.3777,35.0,4.9,Mw,West coast Vancouver Island
26919,2001-06-10T13:19:11+0000,47.1675,-123.5025,40.7,5.1,Mw,100 km WSW of Seattle
26942,2001-06-12T10:09:48+0000,56.2902,-120.7856,1.0,4.2,Mw,5 km ENE of Fort St. John
27059,2001-06-26T14:05:37+0000,61.3368,-140.0731,10.0,5.8,Mw,151 km WNW of Haines Jct.
27163,2001-07-02T15:32:45+0000,52.9262,-116.4814,1.0,4.0,Mw,Northwest of Nordegg
27190,2001-07-09T03:26:47+0000,50.5833,-130.3582,10.0,4.9,Mw,208 km W   of Pt. Hardy
27194,2001-07-09T09:26:19+0000,56.2047,-135.0802,15.0,4.9,Mw,95 km SSE of Sitka
27229,2001-07-14T20:18:07+0000,63.7829,-130.0974,5.0,4.0,ML,Hess Mountains
27285,2001-07-22T15:13:52+0000,47.0822,-122.683,50.3,4.1,Mw,63 km SW  of Seattle
27286,2001-07-22T15:13:52+0000,47.0822,-122.683,50.3,4.1,Mw,63 km SW  of Seattle
27338,2001-08-01T16:19:35+0000,49.2741,-128.2779,10.0,4.6,Mw,163 km W   of Gold R.
27362,2001-08-04T11:13:46+0000,47.4871,-128.9984,10.0,4.2,Mw,Northern Juan de Fuca ridge.
27366,2001-08-05T11:11:42+0000,50.0093,-130.2465,10.0,4.7,Mw,215 km WSW of Pt. Hardy
27375,2001-08-06T20:29:31+0000,63.1184,-149.8912,1.0,4.6,ML,Central Alaska Range
27389,2001-08-10T15:41:59+0000,64.2817,-130.9767,10.0,4.3,Mw,232 km WSW of Norman Wells
27397,2001-08-11T21:22:07+0000,62.498,-128.537,5.0,4.9,ML,265 km N   of Watson Lk.
27415,2001-08-14T19:35:38+0000,76.6317,-107.2237,18.0,5.6,MN,Byam Martin Channel
27417,2001-08-14T20:01:06+0000,76.592,-106.9801,18.0,4.7,MN,Byam Martin Channel
27419,2001-08-14T20:37:12+0000,76.5378,-106.7601,18.0,4.9,MN,Byam Martin Channel
27460,2001-08-21T22:21:56+0000,60.1611,-143.6214,1.0,4.5,ML,183 km ESE of Valdez
27487,2001-08-24T18:12:12+0000,56.7032,-140.4292,10.0,4.2,MLSn,293 km SSW of Yakutat
27490,2001-08-25T02:19:14+0000,76.5729,-106.92,18.0,4.0,MN,Byam Martin Channel
27547,2001-09-03T06:54:59+0000,76.5629,-106.8801,18.0,4.0,MN,Byam Martin Channel
27559,2001-09-05T02:33:49+0000,77.9477,-115.1601,18.0,5.1,ML,Near Mackenzie King Island
27563,2001-09-05T23:24:39+0000,72.3188,-133.0233,35.0,4.1,MLSn,Beaufort Sea.
27580,2001-09-07T20:59:53+0000,48.8264,-128.5232,10.0,4.7,Mw,West of Vancouver Island
27585,2001-09-07T22:56:58+0000,48.7626,-128.6754,10.0,5.1,Mw,West of Vancouver Island
27592,2001-09-08T06:43:31+0000,48.7384,-128.7491,10.0,5.1,Mw,212 km W   of Tofino
27593,2001-09-08T06:44:44+0000,48.8317,-128.6891,10.0,4.5,MLSn,West of Vancouver Island
27599,2001-09-08T08:08:16+0000,48.8278,-128.6673,10.0,4.6,Mw,West of Vancouver Island
27606,2001-09-08T14:24:28+0000,48.7882,-128.6309,10.0,4.5,Mw,202 km SW of Tofino
27612,2001-09-08T17:04:16+0000,48.7792,-128.6593,10.0,4.4,Mw,204 km SW of Tofino
27615,2001-09-08T17:19:41+0000,48.7491,-128.7024,10.0,4.8,Mw,208 km W   of Tofino
27620,2001-09-08T18:02:52+0000,48.7678,-128.6937,10.0,4.0,mb,West of Vancouver Island
27626,2001-09-08T23:11:40+0000,48.7621,-128.6009,10.0,4.1,mb,West of Vancouver Island
27642,2001-09-09T22:14:22+0000,48.7785,-128.6132,10.0,4.2,mb,West of Vancouver Island
27645,2001-09-10T06:31:34+0000,48.8152,-128.5601,10.0,4.5,MLSn,196 km W   of Tofino
27660,2001-09-12T12:48:52+0000,48.7783,-128.6527,10.0,5.2,Mw,204 km W   of Tofino
27661,2001-09-12T12:50:16+0000,48.8105,-128.5569,10.0,5.1,mb,West of Vancouver Island
27662,2001-09-12T12:55:27+0000,48.7814,-128.5777,10.0,4.4,mb,West of Vancouver Island
27664,2001-09-12T13:18:19+0000,48.8054,-128.6424,10.0,4.5,Mw,202 km SW of Tofino
27666,2001-09-12T13:51:51+0000,48.7577,-128.6364,10.0,4.3,mb,West of Vancouver Island
27667,2001-09-12T13:51:51+0000,48.7577,-128.6364,10.0,4.8,Mw,203 km SW of Tofino
27668,2001-09-12T14:04:38+0000,48.8399,-128.6006,10.0,4.7,Mw,199 km W   of Tofino
27677,2001-09-12T22:24:54+0000,48.7158,-128.64,10.0,5.2,Mw,204 km W   of Tofino
27678,2001-09-12T22:30:21+0000,48.7182,-128.6693,10.0,5.2,Mw,206 km W   of Tofino
27681,2001-09-12T22:46:24+0000,48.757,-128.6094,10.0,4.2,mb,West of Vancouver Island
27694,2001-09-13T04:47:08+0000,48.6806,-128.6516,10.0,4.2,mb,West of Vancouver Island
27696,2001-09-13T05:43:11+0000,48.7527,-128.5509,10.0,4.6,mb,West of Vancouver Island
27698,2001-09-13T09:56:58+0000,48.7895,-128.6241,10.0,5.3,Mw,201 km W   of Tofino
27708,2001-09-14T04:45:08+0000,48.6911,-128.7125,10.0,6.0,Mw,210 km W   of Tofino
27719,2001-09-14T05:16:00+0000,48.7841,-128.5554,10.0,4.1,mb,West of Vancouver Island
27722,2001-09-14T05:38:53+0000,48.7007,-128.4642,10.0,5.1,Mw,192 km W   of Tofino
27723,2001-09-14T05:42:20+0000,48.7975,-128.6123,10.0,4.3,mb,West of Vancouver Island
27730,2001-09-14T12:36:43+0000,48.8472,-128.5092,10.0,4.2,mb,West of Vancouver Island
27731,2001-09-14T12:36:43+0000,48.8472,-128.5092,10.0,4.7,Mw,192 km W   of Tofino
27734,2001-09-14T15:39:49+0000,48.7272,-128.6451,10.0,4.3,mb,West of Vancouver Island
27735,2001-09-14T15:39:49+0000,48.7272,-128.6451,10.0,4.8,Mw,West of Vancouver Island
27739,2001-09-14T20:46:22+0000,48.7828,-128.6938,10.0,4.8,Mw,206 km W   of Tofino
27749,2001-09-15T10:50:39+0000,48.5628,-128.5592,10.0,5.5,Mw,204 km WSW of Tofino
27761,2001-09-15T15:14:45+0000,59.2102,-71.4435,18.0,4.1,MN,102 km W from Aupaluk
27768,2001-09-16T01:23:32+0000,63.6064,-129.4244,1.0,4.2,ML,Mackenzie Mountains
27774,2001-09-16T16:11:25+0000,56.6296,-136.0991,10.0,4.1,ML,66 km WSW of Sitka
27782,2001-09-16T22:48:13+0000,48.4689,-128.6619,10.0,4.2,mb,West of Vancouver Island
27783,2001-09-16T22:48:13+0000,48.4689,-128.6619,10.0,4.8,Mw,West of Vancouver Island
27786,2001-09-16T22:56:30+0000,48.5456,-128.5398,10.0,4.5,Mw,West of Vancouver Island
27791,2001-09-16T23:20:09+0000,48.5386,-128.5967,10.0,5.7,Mw,207 km WSW of Tofino
27793,2001-09-16T23:28:13+0000,48.5761,-128.6081,10.0,4.0,MLSn,West of Vancouver Island
27806,2001-09-17T15:05:12+0000,48.5282,-128.6277,10.0,4.3,Mw,West of Vancouver Island
27814,2001-09-18T00:30:50+0000,48.4929,-128.7614,10.0,4.9,Mw,220 km WSW of Tofino
27881,2001-09-24T19:44:26+0000,48.5705,-128.5654,10.0,4.4,Mw,West of Vancouver Island
27906,2001-10-01T00:28:57+0000,80.5929,-115.8,18.0,4.2,ML,QUEEN ELIZABETH SLOPE
27981,2001-10-12T05:02:35+0000,52.6603,-132.1264,20.0,6.3,Mw,68 km SSW of Sandspit
27991,2001-10-12T05:27:17+0000,52.6325,-132.3222,20.0,4.7,Mw,76 km SW  of Sandspit
28177,2001-10-20T00:18:54+0000,50.0553,-127.7791,38.3,4.1,Mw,76 km SSW of Pt. Hardy
28232,2001-10-26T04:41:57+0000,65.2519,-133.2228,5.0,4.0,Mw,249 km SSE of Fort McPherson
28281,2001-11-05T10:41:01+0000,48.8592,-129.1467,10.0,4.3,Mw,West of Vancouver Island
28325,2001-11-10T20:20:06+0000,48.8685,-129.0977,10.0,4.7,Mw,West of Vancouver Island
28393,2001-11-18T02:09:39+0000,60.1449,-137.9194,1.0,4.3,Mw,70 km SSW of Haines Jct.
28451,2001-11-28T04:18:39+0000,64.9571,-113.6603,20.0,4.5,Mw,Near Snare Lake
28521,2001-12-09T01:21:50+0000,49.5753,-129.3525,10.0,4.4,Mw,West of Vancouver Island
28651,2001-12-31T07:52:16+0000,49.4974,-129.5537,10.0,4.3,Mw,West of Vancouver Island
28670,2002-01-05T02:04:05+0000,48.5671,-128.432,10.0,4.0,Mw,West of Vancouver Island
28675,2002-01-05T18:13:56+0000,50.5173,-130.3035,10.0,4.3,Mw,204 km W   of Pt. Hardy
28683,2002-01-07T10:41:08+0000,69.0333,-96.0162,18.0,4.4,MN,45 km N from Gjoa Haven
28687,2002-01-07T14:02:36+0000,75.7126,-94.8183,18.0,4.2,MN,113 km N from Resolute
28772,2002-01-20T14:11:55+0000,49.4872,-66.9535,30.0,4.1,MN,Felt
28792,2002-01-23T21:14:33+0000,50.7398,-130.5099,10.0,4.3,Mw,218 km W   of Pt. Hardy
28799,2002-01-24T15:32:35+0000,60.1203,-139.3575,1.0,4.3,ML,Near Yakutat Bay
28829,2002-01-28T11:41:26+0000,50.278,-130.2338,10.0,4.7,Mw,204 km W   of Pt. Hardy
28855,2002-01-31T20:28:39+0000,81.3839,-84.9558,18.0,4.1,ML,158 km N from Eureka
28907,2002-02-11T09:43:04+0000,73.3219,-70.2458,18.0,4.1,ML,BAFFIN BAY SEISMIC ZONE.
28920,2002-02-14T04:33:55+0000,64.2516,-130.8436,10.0,4.9,ML,228 km WSW of Norman Wells
28957,2002-02-20T03:17:14+0000,51.1779,-131.073,10.0,5.1,Mw,230 km WSW of Bella Bella
29139,2002-03-21T23:18:37+0000,51.057,-130.9568,10.0,4.2,Mw,230 km WSW of Bella Bella
29143,2002-03-22T12:06:37+0000,72.1384,-132.9918,35.0,4.1,MLSn,Beaufort Sea.
29158,2002-03-24T21:06:01+0000,59.1767,-145.5556,10.0,4.9,Mw,221 km SSE of Valdez
29224,2002-04-04T04:29:08+0000,50.5289,-130.4138,10.0,4.8,Mw,212 km W   of Pt. Hardy
29243,2002-04-08T00:45:02+0000,57.5581,-142.7202,10.0,4.4,mb,269 km WSW of Yakutat
29301,2002-04-18T00:51:40+0000,49.5126,-129.5046,10.0,4.0,Mw,West of Vancouver Island
29302,2002-04-18T01:19:12+0000,49.6293,-129.0581,10.0,4.6,Mw,167 km WSW of Pt. Hardy
29326,2002-04-20T10:50:47+0000,44.5335,-73.7329,18.0,5.5,MN,Plattsburgh
29327,2002-04-20T11:04:42+0000,44.5812,-73.726,18.0,4.1,MN,Northern N.Y.
29435,2002-05-05T18:31:39+0000,81.7033,-111.7201,18.0,4.2,ML,Arctic Ocean.
29480,2002-05-13T03:32:51+0000,50.46,-130.256,10.0,4.9,Mw,202 km W   of Pt. Hardy
29660,2002-06-05T20:17:36+0000,52.8498,-74.3543,5.0,4.5,MN,230 km E from Radisson (LG-2)
29670,2002-06-06T15:37:54+0000,50.0806,-130.2855,10.0,4.7,Mw,214 km WSW of Pt. Hardy
29695,2002-06-10T13:00:47+0000,51.0163,-130.6117,10.0,4.1,Mw,213 km WSW of Bella Bella
29786,2002-06-21T16:48:41+0000,60.1437,-137.906,1.0,4.2,ML,70 km SSW of Haines Jct.
29799,2002-06-23T12:11:35+0000,58.1073,-139.2495,10.0,4.1,MLSn,132 km SSE of Yakutat
29839,2002-07-01T13:33:45+0000,70.7933,-143.1307,35.0,4.3,MLSn,Beaufort Sea.
29909,2002-07-10T10:19:51+0000,49.0064,-128.9184,10.0,4.3,Mw,West of Vancouver Island
29912,2002-07-10T21:31:14+0000,49.03,-128.8214,10.0,4.8,Mw,West of Vancouver Island
29914,2002-07-11T00:52:46+0000,49.0623,-128.7746,10.0,4.6,Mw,West of Vancouver Island
29929,2002-07-13T07:22:06+0000,49.2408,-129.503,10.0,4.3,Mw,West of Vancouver Island
29932,2002-07-14T00:19:21+0000,48.9757,-128.8399,10.0,4.7,Mw,West of Vancouver Island
29945,2002-07-15T05:31:32+0000,48.9412,-128.8972,10.0,4.4,Mw,218 km W   of Tofino
29980,2002-07-19T19:58:26+0000,47.43,-113.05,24.0,4.2,Mw,253 km SW of Lethbridge
30005,2002-07-23T02:08:59+0000,49.5944,-66.9531,18.0,4.0,MN,79 km SW from Sept-Iles
30053,2002-07-30T12:47:53+0000,57.87,-51.6997,18.0,4.5,ML,Labrador Sea.
30173,2002-08-17T16:06:27+0000,49.9571,-120.2929,10.0,4.5,ML,56 km NNE of Princeton
30222,2002-08-23T16:40:07+0000,63.9219,-130.0641,1.0,4.0,ML,Mackenzie Mountains
30226,2002-08-24T00:50:22+0000,62.0791,-124.2045,1.0,4.0,MN,Mackenzie Mountains
30240,2002-08-24T22:07:33+0000,63.9107,-130.0132,1.0,4.1,ML,221 km SW of Norman Wells
30243,2002-08-25T02:43:05+0000,62.3533,-124.5217,1.0,4.0,MN,Mackenzie Mountains
30250,2002-08-25T09:24:58+0000,65.4485,-134.6243,10.0,4.0,ML,Mackenzie Mountains
30336,2002-09-05T11:29:05+0000,54.0766,-133.7747,20.0,5.2,Mw,106 km W   of Masset
30407,2002-09-16T03:34:27+0000,57.8946,-51.6529,18.0,4.5,ML,Labrador Sea.
30419,2002-09-16T15:00:06+0000,60.0853,-141.9857,10.0,4.0,ML,165 km WNW of Yakutat
30433,2002-09-18T18:56:58+0000,67.9152,-55.0682,18.0,4.0,ML,Eastern Davis Strait.
30449,2002-09-21T00:55:20+0000,48.4902,-123.1514,26.2,4.3,Mw,17 km ENE of Victoria
30606,2002-10-08T08:49:44+0000,49.2091,-129.9699,10.0,4.3,mb,West of Vancouver Island
30631,2002-10-11T01:09:39+0000,48.4907,-128.8396,10.0,4.1,MLSn,West of Vancouver Island
30694,2002-10-16T22:32:44+0000,49.8641,-129.8024,10.0,4.1,MLSn,193 km WSW of Pt. Hardy
30750,2002-10-21T20:41:08+0000,61.5805,-140.8673,1.0,4.4,ML,St. Elias Mountains
30812,2002-10-30T02:32:05+0000,52.6849,-132.2083,20.0,4.2,ML,68 km SW  of Sandspit
30833,2002-10-31T21:33:41+0000,62.5389,-72.9834,18.0,4.0,MN,Hudson Strait.
30847,2002-11-03T01:49:26+0000,51.3315,-130.9401,10.0,5.8,Mw,214 km WSW of Bella Bella
30853,2002-11-03T06:30:02+0000,51.4876,-130.8056,10.0,4.6,Mw,199 km WSW of Bella Bella
30900,2002-11-06T06:55:27+0000,61.9704,-132.8933,5.0,4.6,ML,Pelly Mountains
30925,2002-11-08T04:04:17+0000,62.2275,-141.946,1.0,5.1,ML,240 km SW  of Dawson
30930,2002-11-08T12:52:44+0000,62.3457,-142.5747,10.0,4.1,ML,Eastern Alaska.
30931,2002-11-08T14:47:01+0000,63.1553,-144.4972,10.0,4.6,ML,Eastern Alaska.
30934,2002-11-08T17:54:25+0000,62.8868,-143.6656,10.0,4.4,ML,Eastern Alaska.
30935,2002-11-08T18:21:22+0000,63.1025,-144.3969,1.0,4.3,ML,Eastern Alaska.
30936,2002-11-08T18:51:23+0000,62.9149,-143.6237,10.0,4.2,ML,Eastern Alaska.
30940,2002-11-08T20:29:01+0000,62.8261,-143.6277,10.0,5.5,ML,Eastern Alaska.
30953,2002-11-10T06:46:38+0000,63.251,-144.6434,10.0,4.0,ML,Eastern Alaska.
30969,2002-11-13T13:40:39+0000,63.1934,-144.4325,10.0,5.3,ML,Eastern Alaska.
30980,2002-11-15T06:32:35+0000,59.5286,-138.618,1.0,4.0,ML,Near Yakutat Bay
30986,2002-11-16T08:31:51+0000,62.9498,-143.4803,10.0,4.0,ML,Eastern Alaska.
30996,2002-11-18T08:22:24+0000,60.613,-137.9458,1.0,4.4,ML,St. Elias Mountains
31019,2002-11-20T13:48:41+0000,62.8734,-143.596,10.0,4.5,ML,Eastern Alaska - aftershock of M 7.9 Ala
31024,2002-11-21T00:34:20+0000,61.9209,-140.9984,10.0,4.2,ML,St. Elias Mountains
31075,2002-11-23T22:10:56+0000,50.7067,-130.5367,10.0,4.4,MLSn,219 km W   of Pt. Hardy
31107,2002-11-27T05:20:40+0000,62.8419,-143.3826,10.0,4.5,ML,Eastern Alaska.
31187,2002-12-05T06:43:22+0000,63.521,-144.7225,1.0,4.5,ML,Eastern Alaska.
31221,2002-12-09T21:57:53+0000,63.1338,-144.585,5.0,4.2,ML,Eastern Alaska.
31257,2002-12-13T15:51:31+0000,50.1747,-130.2773,10.0,5.5,Mw,211 km W   of Pt. Hardy
31267,2002-12-13T23:14:13+0000,62.6082,-143.1051,1.0,4.7,ML,Eastern Alaska.
31276,2002-12-14T19:51:20+0000,62.1034,-135.4385,5.0,4.4,ML,Near Carmacks
31294,2002-12-17T08:51:20+0000,50.3728,-130.2183,10.0,4.3,Mw,201 km W   of Pt. Hardy
31296,2002-12-17T08:57:10+0000,50.4208,-130.1636,10.0,4.2,Mw,196 km W   of Pt. Hardy
31323,2002-12-20T09:47:14+0000,62.1638,-142.2219,10.0,4.2,ML,Eastern Alaska.
31345,2002-12-22T04:15:10+0000,50.4414,-130.1577,10.0,4.1,MLSn,195 km W   of Pt. Hardy
31410,2002-12-27T21:12:02+0000,63.0718,-143.4122,5.0,4.2,ML,Eastern Alaska.
31411,2002-12-28T00:27:49+0000,63.3802,-145.2022,5.0,4.0,ML,Eastern Alaska.
31484,2003-01-05T18:39:11+0000,48.8842,-129.1781,10.0,4.3,Mw,West of Vancouver Island
31488,2003-01-06T04:16:07+0000,62.538,-142.7976,10.0,4.1,ML,Eastern Alaska.
31492,2003-01-07T13:00:18+0000,50.5397,-130.2781,10.0,4.5,Mw,202 km W   of Pt. Hardy
31501,2003-01-08T08:51:35+0000,63.3508,-144.9431,1.0,4.2,ML,Eastern Alaska.
31566,2003-01-15T21:58:48+0000,76.5792,-107.1359,18.0,4.2,MN,Byam Martin Channel
31613,2003-01-21T04:59:04+0000,63.0932,-143.7011,1.0,4.3,ML,Eastern Alaska.
31641,2003-01-24T04:52:11+0000,63.2848,-145.1135,10.0,5.4,ML,Eastern Alaska.
31671,2003-01-28T13:13:27+0000,63.1869,-143.3378,5.0,4.4,ML,Eastern Alaska.
31722,2003-02-04T01:45:24+0000,47.9438,-129.0056,10.0,4.1,Mw,Northern Juan de Fuca ridge.
31724,2003-02-04T09:48:22+0000,48.8711,-128.2363,10.0,4.1,Mw,172 km W   of Tofino
